,sigma8,Omega_cdm,Omega_b,h,n_s
0,0.7090694925126747,0.4064745277758356,0.044914151013984355,0.7448974887534677,0.9158385387554766
1,0.7652897071530669,0.2336732309669633,0.0349554420186426,0.7450102344376495,1.0335587057498756
2,0.7427629535951156,0.3075356400863326,0.042877390225882876,0.7597911898551132,0.9667066754531524
3,0.7623104018727404,0.3003238219611782,0.04479791271384154,0.7026408992500031,0.9617218927694028
4,0.7535229384289571,0.21809072857376938,0.03864076374646293,0.7664751236159325,0.9933574350254617
5,0.7349607254726684,0.3074257667292948,0.03424934223482284,0.7676409227815809,1.0349325586375397
6,0.7135652848699574,0.435000277583265,0.04719435788273169,0.6959462884953909,0.9477921522719635
7,0.7641417502610035,0.22211036764136757,0.044970691171236914,0.7021468563055705,1.018242959358742
8,0.7311950586053118,0.32017464019939534,0.036482529470066215,0.7596099236382734,0.9678405381924275
9,0.7808854225432362,0.22256440700061428,0.042379464611468444,0.7734885651386548,0.9165008394765765
10,0.7354461829969954,0.27949805726052596,0.04351804511436308,0.7392479902998528,1.0150260289788735
11,0.764780608112463,0.2156717637207323,0.052188865501777364,0.6947826873466145,1.0058052548362104
12,0.7414983624539533,0.27424060460317445,0.045073570347491626,0.6828001403612065,1.093051992630298
13,0.7448907777575464,0.33406346852589947,0.04635292159361785,0.6832080707741629,0.8489596338484026
14,0.7562420243840828,0.3263994117747698,0.043778275160019434,0.7386611939693906,1.065514574432489
15,0.7769117267716985,0.29984625125396097,0.04689574210828403,0.6573866738114297,0.8616059150817184
16,0.7434371209451649,0.3321167265413953,0.03401944689704751,0.7791295442255604,1.0087656478593523
17,0.7427844527154381,0.43483509542358645,0.04188088745411566,0.7477708392783253,0.9508113278357411
18,0.7405878665650449,0.32253076872073316,0.04235653785556342,0.7473493381843951,0.9697393716416892
19,0.7921814513096496,0.23858030122754073,0.0409968972001815,0.7356173487577614,1.0119049895527235
20,0.7141450310635177,0.36438562994621565,0.049507084171123206,0.6736198119942435,0.9913243551908184
21,0.7386923031687213,0.219168901740335,0.03786855083091935,0.8140741099190771,1.0576209366890195
22,0.682782620637825,0.4880284790029532,0.05457864712523386,0.661542221497259,1.0267051903100144
23,0.769196118372551,0.18619781525178555,0.03650838665058567,0.7280607098369765,0.8764796537076576
24,0.7689616107619318,0.2676411196599629,0.047318711853745275,0.684496292995377,0.8893325177263379
25,0.7763214170101418,0.29042346280542997,0.03817588156966828,0.7510782028052412,0.9265912945394498
26,0.7708261317178757,0.14808312262009865,0.04410809042467746,0.7081763971186137,0.9510577619701516
27,0.6951140817709369,0.4001216932861102,0.04091207161810343,0.7002726593861898,1.013768174441583
28,0.7515914433045975,0.3434808390712572,0.038476714438680275,0.8179068828381458,0.9086297876064535
29,0.7312635745654701,0.3742448221710195,0.04959014475204654,0.6871834132060568,0.967186143678764
30,0.7448212123880459,0.2100300546084205,0.041954252959040685,0.7206289241284412,1.0687783239603423
31,0.7927697626671587,0.17817279174938042,0.046597766828651105,0.7276618752212111,0.9468584110941902
32,0.7663577424901088,0.3111997180607949,0.03417709260378727,0.7519863193814268,0.9352916893631351
33,0.7485879013328076,0.2630412841626094,0.04174797773370793,0.7795645829468123,0.9184081400719346
34,0.7647449061947368,0.27417898751566716,0.04939860924733216,0.6774362557978686,0.8971028026015522
