,sigma8,Omega_cdm,Omega_b,h,n_s
0,0.7611273449579536,0.18121398533682395,0.04894613577834442,0.7203217667801607,1.0443038811328973
1,0.7660463660133642,0.1846248742168473,0.03977898933751879,0.7425075814338365,0.9993263328859054
2,0.7297529623731456,0.36714899491009645,0.03220031355403955,0.7840752748788082,0.898924977744972
3,0.7717617531117233,0.28016025170929687,0.03982674947002206,0.7491146701131756,1.0322190272900758
4,0.7796678889578506,0.15649185578467276,0.03351823470302255,0.7702283521208821,1.022964833892607
5,0.6893736361002275,0.4960475323980391,0.051888613938766655,0.6646733737958934,1.0288246788076902
6,0.7629601281773976,0.16987621704944633,0.05412736772132954,0.6785440722459455,0.9939836764534961
7,0.7328318001766652,0.30070800088538324,0.0381245686332144,0.7212024492875088,0.8766974741835374
8,0.7726126846501129,0.30677958997908045,0.04510254488971716,0.6621342199406364,0.8524196361568291
9,0.7291102795828442,0.2992256284389582,0.043205123074920485,0.7196265106089125,0.9363834467394729
10,0.765561149612389,0.3005490880358683,0.04710533011668813,0.7094087819804065,0.925440107011099
11,0.7494398442919815,0.2350253310867649,0.031491182780278654,0.8058787259510047,0.8677380356700912
12,0.7667216176173766,0.2682073774825817,0.04248962490988224,0.6932804862978268,1.0885516069845478
13,0.7596283214914726,0.1862825154128502,0.038632668398725034,0.7389089686792534,0.967772042343823
14,0.7423139821037121,0.17483839035488505,0.0589108388891033,0.6545124089490114,0.9460795671219868
15,0.7612075190622556,0.3119370822070126,0.04746731295100726,0.6876895576949237,0.8936101915946032
16,0.7587547009354892,0.18098873052325762,0.040773544408631665,0.7301444034045663,1.0858128209744387
17,0.7633332085988107,0.28795009814925887,0.04341293786930626,0.7133572067014018,1.0256631281199808
18,0.7581982444665121,0.2696744427973226,0.04959250508426749,0.6864561651555946,0.9216443871191919
19,0.7550987421962905,0.2838494802188055,0.041866829281947286,0.7277549894305534,0.9404653471699164
20,0.7873832697545313,0.22807967890144581,0.0419623317702542,0.7334736608989247,0.9406106736868691
21,0.7253489974689433,0.2998238970382303,0.03843712670825923,0.7227257466800867,1.0275437197075978
22,0.7526811936674495,0.2644725337296065,0.049013151496080536,0.7227920147256832,0.937423522865468
23,0.7659275021162368,0.2619810282418594,0.04019442248444951,0.6978819561201606,1.0206600091509728
24,0.7490136258744202,0.43422132012000103,0.04425876792959511,0.6931583668490052,0.8431462400207453
25,0.7633310656233188,0.24888511955491768,0.05133166294881858,0.7095747722405185,0.8849242248457324
26,0.7574372991308909,0.19277600665317993,0.04527590927903811,0.7056313611641837,1.0430666862653335
27,0.754456095223169,0.2804094370757786,0.038410655098892084,0.8128568810581276,0.9466264000151658
28,0.7560642910318194,0.24906558162711206,0.053764612357390405,0.6662293920145065,0.9079261740298917
29,0.7690715820430802,0.19341502886311038,0.039922679271907506,0.7609208693574485,1.0432904078919005
30,0.7319401668772632,0.353814474545326,0.041685545651792305,0.7508566610995494,1.021405112956847
31,0.7613599237353317,0.3237249614191332,0.04597003970799296,0.6907307934658032,0.9560323489517722
32,0.7696548934854897,0.3098112174752168,0.04511121165633092,0.6738070549195968,1.0367608238701003
